Character,Simulation,Avg_Steps,Total_Dead,Total_Cured,Total_Infected,Dead_1,Cured_1,Infected_1,Dead_2,Cured_2,Infected_2,Dead_3,Cured_3,Infected_3,Dead_4,Cured_4,Infected_4,Dead_5,Cured_5,Infected_5,Dead_6,Cured_6,Infected_6,Dead_7,Cured_7,Infected_7,Dead_8,Cured_8,Infected_8,Dead_9,Cured_9,Infected_9,Dead_10,Cured_10,Infected_10,Dead_11,Cured_11,Infected_11,Dead_12,Cured_12,Infected_12,Dead_13,Cured_13,Infected_13,Dead_14,Cured_14,Infected_14,Dead_15,Cured_15,Infected_15,Dead_16,Cured_16,Infected_16,Dead_17,Cured_17,Infected_17,Dead_18,Cured_18,Infected_18,Dead_19,Cured_19,Infected_19,Dead_20,Cured_20,Infected_20,Dead_21,Cured_21,Infected_21,Dead_22,Cured_22,Infected_22,Dead_23,Cured_23,Infected_23,Dead_24,Cured_24,Infected_24,Dead_25,Cured_25,Infected_25,Dead_26,Cured_26,Infected_26,Dead_27,Cured_27,Infected_27,Dead_28,Cured_28,Infected_28,Dead_29,Cured_29,Infected_29,Dead_30,Cured_30,Infected_30,Dead_31,Cured_31,Infected_31,Dead_32,Cured_32,Infected_32,Dead_33,Cured_33,Infected_33,Dead_34,Cured_34,Infected_34,Dead_35,Cured_35,Infected_35,Dead_36,Cured_36,Infected_36,Dead_37,Cured_37,Infected_37,Dead_38,Cured_38,Infected_38,Dead_39,Cured_39,Infected_39,Dead_40,Cured_40,Infected_40,Dead_41,Cured_41,Infected_41,Dead_42,Cured_42,Infected_42,Dead_43,Cured_43,Infected_43,Dead_44,Cured_44,Infected_44,Dead_45,Cured_45,Infected_45,Dead_46,Cured_46,Infected_46,Dead_47,Cured_47,Infected_47,Dead_48,Cured_48,Infected_48,Dead_49,Cured_49,Infected_49,Dead_50,Cured_50,Infected_50,Dead_51,Cured_51,Infected_51,Etichetta,Dead_52,Cured_52,Infected_52,Dead_53,Cured_53,Infected_53,Dead_54,Cured_54,Infected_54,Dead_55,Cured_55,Infected_55,Dead_56,Cured_56,Infected_56,Dead_57,Cured_57,Infected_57
Aegon-Frey-(son-of-Stevron),1,28,52,637,875,0,0,1,0,0,5,0,0,31,0,0,151,0.0,4.0,315.0,0.0,9.0,448.0,5.0,49.0,513.0,8.0,126.0,480.0,16.0,222.0,398.0,25.0,309.0,324.0,34.0,387.0,252.0,39.0,441.0,200.0,47.0,492.0,144.0,48.0,529.0,109.0,48.0,561.0,77.0,50.0,589.0,49.0,51.0,604.0,33.0,51.0,611.0,27.0,52.0,615.0,22.0,52.0,624.0,13.0,52.0,629.0,8.0,52.0,633.0,4.0,52.0,635.0,2.0,52.0,635.0,2.0,52.0,635.0,2.0,52.0,636.0,1.0,52.0,636.0,1.0,52.0,636.0,1.0,52.0,637.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Aegon-Frey-(son-of-Stevron),2,32,39,659,883,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,10.0,0.0,2.0,43.0,0.0,3.0,175.0,1.0,8.0,338.0,3.0,17.0,466.0,8.0,65.0,516.0,14.0,146.0,477.0,20.0,254.0,389.0,24.0,345.0,311.0,28.0,425.0,233.0,31.0,499.0,160.0,33.0,547.0,113.0,35.0,577.0,82.0,36.0,597.0,62.0,36.0,613.0,46.0,37.0,626.0,34.0,37.0,639.0,21.0,39.0,645.0,14.0,39.0,648.0,11.0,39.0,652.0,7.0,39.0,654.0,5.0,39.0,656.0,3.0,39.0,658.0,1.0,39.0,658.0,1.0,39.0,659.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Catelyn-Stark,1,25,42,661,916,0,0,1,0,0,22,0,0,119,0,0,277,0.0,6.0,437.0,2.0,39.0,506.0,7.0,117.0,493.0,16.0,207.0,430.0,24.0,315.0,335.0,30.0,403.0,257.0,34.0,460.0,200.0,36.0,520.0,141.0,37.0,552.0,110.0,38.0,584.0,78.0,40.0,606.0,56.0,41.0,624.0,37.0,42.0,630.0,31.0,42.0,636.0,25.0,42.0,642.0,19.0,42.0,649.0,12.0,42.0,653.0,8.0,42.0,654.0,7.0,42.0,655.0,6.0,42.0,658.0,3.0,42.0,658.0,3.0,42.0,661.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Catelyn-Stark,2,22,42,655,875,0,0,1,0,0,13,0,0,97,0,0,265,1.0,2.0,435.0,3.0,30.0,512.0,11.0,101.0,501.0,19.0,197.0,433.0,25.0,303.0,337.0,27.0,394.0,260.0,35.0,466.0,190.0,38.0,520.0,137.0,42.0,550.0,103.0,42.0,582.0,72.0,42.0,609.0,46.0,42.0,620.0,35.0,42.0,631.0,24.0,42.0,640.0,15.0,42.0,647.0,8.0,42.0,650.0,5.0,42.0,651.0,4.0,42.0,654.0,1.0,42.0,655.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Robb-Stark,1,24,45,648,868,0,0,1,0,0,17,0,0,95,0,0,279,0.0,5.0,447.0,3.0,34.0,512.0,7.0,99.0,499.0,13.0,200.0,427.0,23.0,304.0,334.0,29.0,382.0,265.0,33.0,454.0,198.0,35.0,513.0,144.0,36.0,543.0,113.0,39.0,567.0,86.0,41.0,588.0,63.0,43.0,609.0,41.0,44.0,622.0,27.0,44.0,628.0,21.0,44.0,632.0,17.0,44.0,637.0,12.0,45.0,639.0,9.0,45.0,642.0,6.0,45.0,643.0,5.0,45.0,647.0,1.0,45.0,648.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Robb-Stark,2,25,50,632,869,0,0,1,0,0,17,0,0,93,0,1,252,0.0,6.0,402.0,6.0,32.0,485.0,12.0,104.0,467.0,23.0,180.0,423.0,25.0,278.0,347.0,29.0,363.0,273.0,36.0,442.0,194.0,41.0,487.0,148.0,43.0,532.0,103.0,45.0,562.0,74.0,47.0,581.0,54.0,48.0,598.0,36.0,49.0,605.0,28.0,49.0,613.0,20.0,49.0,617.0,16.0,50.0,623.0,9.0,50.0,625.0,7.0,50.0,628.0,4.0,50.0,630.0,2.0,50.0,631.0,1.0,50.0,631.0,1.0,50.0,632.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Stevron-Frey,1,34,40,662,901,0,0,1,0,0,1,0,0,3,0,1,5,0.0,1.0,20.0,1.0,1.0,71.0,1.0,1.0,239.0,1.0,6.0,385.0,2.0,25.0,497.0,6.0,101.0,498.0,13.0,184.0,455.0,16.0,272.0,390.0,24.0,358.0,308.0,30.0,434.0,229.0,32.0,509.0,156.0,34.0,558.0,107.0,35.0,578.0,86.0,36.0,597.0,67.0,37.0,612.0,51.0,37.0,624.0,40.0,39.0,635.0,27.0,39.0,643.0,19.0,39.0,649.0,13.0,40.0,655.0,6.0,40.0,656.0,5.0,40.0,657.0,4.0,40.0,658.0,3.0,40.0,658.0,3.0,40.0,658.0,3.0,40.0,659.0,2.0,40.0,659.0,2.0,40.0,660.0,2.0,40.0,660.0,2.0,40.0,660.0,2.0,40.0,662.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Stevron-Frey,2,33,44,671,914,0,0,1,0,0,2,0,0,5,0,0,35,0.0,0.0,146.0,0.0,3.0,327.0,0.0,15.0,430.0,3.0,53.0,494.0,7.0,126.0,492.0,16.0,212.0,437.0,19.0,305.0,364.0,29.0,382.0,285.0,32.0,466.0,210.0,36.0,532.0,144.0,38.0,583.0,94.0,41.0,599.0,75.0,43.0,620.0,52.0,43.0,635.0,37.0,43.0,647.0,25.0,43.0,655.0,17.0,44.0,659.0,12.0,44.0,663.0,8.0,44.0,665.0,6.0,44.0,666.0,5.0,44.0,666.0,5.0,44.0,668.0,3.0,44.0,668.0,3.0,44.0,668.0,3.0,44.0,668.0,3.0,44.0,670.0,1.0,44.0,670.0,1.0,44.0,670.0,1.0,44.0,670.0,1.0,44.0,671.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Walder-Frey,1,25,45,663,903,0,0,1,0,0,7,0,0,29,0,0,122,0.0,3.0,284.0,0.0,7.0,431.0,2.0,41.0,518.0,7.0,127.0,491.0,15.0,212.0,431.0,21.0,309.0,345.0,24.0,394.0,273.0,30.0,482.0,182.0,38.0,529.0,134.0,42.0,565.0,98.0,43.0,594.0,69.0,44.0,618.0,44.0,44.0,633.0,30.0,44.0,639.0,25.0,44.0,647.0,17.0,45.0,655.0,8.0,45.0,655.0,8.0,45.0,656.0,7.0,45.0,658.0,5.0,45.0,660.0,3.0,45.0,661.0,2.0,45.0,663.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Walder-Frey,2,27,41,656,884,0,0,1,0,0,6,0,0,53,0,0,198,0.0,1.0,371.0,0.0,20.0,495.0,2.0,81.0,510.0,10.0,169.0,448.0,18.0,289.0,348.0,23.0,368.0,281.0,28.0,426.0,225.0,30.0,488.0,168.0,34.0,539.0,117.0,35.0,573.0,85.0,39.0,603.0,54.0,39.0,621.0,37.0,40.0,632.0,25.0,40.0,640.0,17.0,40.0,646.0,11.0,41.0,649.0,7.0,41.0,651.0,5.0,41.0,653.0,3.0,41.0,654.0,2.0,41.0,654.0,2.0,41.0,655.0,1.0,41.0,655.0,1.0,41.0,655.0,1.0,41.0,656.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Aegon-I-Targaryen,1,27,45,653,898,0,0,1,0,0,4,0,0,65,0,0,197,0.0,1.0,374.0,0.0,16.0,472.0,6.0,61.0,507.0,9.0,146.0,478.0,16.0,256.0,380.0,19.0,343.0,312.0,27.0,432.0,226.0,31.0,495.0,165.0,33.0,545.0,114.0,38.0,568.0,87.0,41.0,594.0,60.0,41.0,612.0,43.0,43.0,625.0,29.0,43.0,633.0,22.0,45.0,638.0,15.0,45.0,640.0,13.0,45.0,643.0,10.0,45.0,646.0,7.0,45.0,649.0,4.0,45.0,650.0,3.0,45.0,651.0,2.0,45.0,651.0,2.0,45.0,651.0,2.0,45.0,653.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Aegon-I-Targaryen,2,26,34,687,901,0,0,1,0,0,3,0,0,35,1,0,149,1.0,1.0,327.0,1.0,13.0,478.0,4.0,61.0,524.0,9.0,146.0,486.0,13.0,242.0,416.0,17.0,350.0,322.0,22.0,426.0,255.0,26.0,493.0,193.0,28.0,537.0,153.0,29.0,584.0,106.0,30.0,618.0,73.0,33.0,644.0,44.0,34.0,659.0,28.0,34.0,669.0,18.0,34.0,672.0,15.0,34.0,676.0,11.0,34.0,681.0,6.0,34.0,681.0,6.0,34.0,682.0,5.0,34.0,685.0,2.0,34.0,685.0,2.0,34.0,686.0,1.0,34.0,687.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Daenerys-Targaryen,1,28,54,628,862,0,0,1,0,0,15,0,0,68,0,1,241,0.0,3.0,398.0,5.0,23.0,502.0,9.0,82.0,502.0,16.0,155.0,457.0,26.0,259.0,360.0,33.0,345.0,285.0,42.0,417.0,211.0,45.0,476.0,155.0,48.0,527.0,105.0,50.0,560.0,71.0,51.0,584.0,46.0,52.0,594.0,35.0,53.0,604.0,25.0,53.0,611.0,18.0,54.0,617.0,11.0,54.0,619.0,9.0,54.0,620.0,8.0,54.0,623.0,5.0,54.0,625.0,3.0,54.0,625.0,3.0,54.0,626.0,2.0,54.0,626.0,2.0,54.0,627.0,1.0,54.0,627.0,1.0,54.0,628.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Daenerys-Targaryen,2,29,45,647,896,0,0,1,0,0,19,0,0,99,0,0,248,1.0,2.0,410.0,2.0,29.0,509.0,4.0,91.0,519.0,10.0,194.0,437.0,20.0,298.0,338.0,29.0,380.0,257.0,32.0,452.0,191.0,36.0,497.0,148.0,37.0,527.0,123.0,40.0,566.0,83.0,41.0,587.0,61.0,42.0,603.0,44.0,42.0,617.0,32.0,43.0,622.0,27.0,43.0,629.0,20.0,43.0,631.0,18.0,44.0,636.0,12.0,44.0,637.0,11.0,44.0,640.0,8.0,44.0,641.0,7.0,44.0,642.0,6.0,44.0,644.0,4.0,44.0,644.0,4.0,45.0,645.0,2.0,45.0,646.0,1.0,45.0,647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Eddard-Stark,1,26,36,664,911,0,0,1,0,0,18,0,0,98,0,0,280,1.0,5.0,425.0,1.0,36.0,510.0,2.0,97.0,515.0,13.0,184.0,445.0,18.0,284.0,368.0,20.0,391.0,269.0,26.0,457.0,207.0,26.0,525.0,146.0,29.0,562.0,108.0,31.0,592.0,76.0,33.0,618.0,48.0,33.0,632.0,35.0,33.0,646.0,21.0,33.0,649.0,18.0,34.0,654.0,12.0,34.0,658.0,8.0,35.0,659.0,6.0,35.0,659.0,6.0,35.0,660.0,5.0,35.0,662.0,3.0,35.0,662.0,3.0,35.0,662.0,3.0,36.0,664.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Eddard-Stark,2,27,44,655,896,0,0,1,0,0,18,0,0,99,0,0,288,0.0,4.0,458.0,5.0,34.0,522.0,9.0,102.0,504.0,19.0,210.0,420.0,22.0,315.0,336.0,25.0,406.0,252.0,32.0,469.0,185.0,32.0,519.0,137.0,35.0,553.0,103.0,38.0,572.0,82.0,39.0,591.0,65.0,40.0,608.0,50.0,42.0,625.0,31.0,43.0,634.0,21.0,44.0,640.0,15.0,44.0,644.0,11.0,44.0,646.0,9.0,44.0,648.0,7.0,44.0,651.0,4.0,44.0,652.0,3.0,44.0,652.0,3.0,44.0,654.0,1.0,44.0,654.0,1.0,44.0,655.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Harren-Hoare,1,25,39,669,933,0,0,1,0,0,2,0,0,15,0,1,64,0.0,1.0,231.0,0.0,5.0,402.0,1.0,19.0,519.0,4.0,87.0,520.0,9.0,193.0,450.0,17.0,291.0,365.0,23.0,378.0,283.0,27.0,438.0,229.0,31.0,507.0,165.0,33.0,555.0,118.0,36.0,590.0,82.0,37.0,611.0,60.0,37.0,627.0,44.0,38.0,639.0,31.0,38.0,652.0,18.0,38.0,659.0,11.0,39.0,661.0,8.0,39.0,663.0,6.0,39.0,666.0,3.0,39.0,668.0,1.0,39.0,668.0,1.0,39.0,669.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Harren-Hoare,2,36,44,660,892,0,0,1,0,0,1,0,0,2,0,1,1,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,27.0,0.0,2.0,134.0,0.0,4.0,321.0,0.0,7.0,455.0,4.0,51.0,525.0,11.0,135.0,481.0,16.0,220.0,427.0,21.0,326.0,331.0,27.0,412.0,245.0,30.0,478.0,184.0,34.0,515.0,149.0,38.0,558.0,104.0,38.0,586.0,77.0,40.0,606.0,56.0,42.0,624.0,36.0,43.0,633.0,27.0,43.0,640.0,20.0,43.0,644.0,16.0,43.0,646.0,14.0,43.0,650.0,11.0,44.0,653.0,7.0,44.0,654.0,6.0,44.0,654.0,6.0,44.0,656.0,4.0,44.0,658.0,2.0,44.0,658.0,2.0,44.0,658.0,2.0,44.0,658.0,2.0,44.0,658.0,2.0,44.0,659.0,1.0,44.0,660.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Nan,1,26,37,677,914,0,0,1,0,0,3,0,0,18,0,0,94,0.0,0.0,282.0,1.0,5.0,425.0,3.0,34.0,504.0,10.0,106.0,496.0,12.0,209.0,444.0,18.0,303.0,365.0,21.0,374.0,301.0,26.0,448.0,228.0,29.0,495.0,182.0,31.0,540.0,139.0,32.0,577.0,101.0,33.0,607.0,72.0,35.0,627.0,51.0,37.0,642.0,35.0,37.0,654.0,23.0,37.0,663.0,14.0,37.0,666.0,11.0,37.0,669.0,8.0,37.0,671.0,6.0,37.0,672.0,5.0,37.0,674.0,3.0,37.0,676.0,1.0,37.0,677.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Nan,2,28,43,650,895,0,0,1,0,0,3,0,0,19,0,1,70,0.0,1.0,231.0,0.0,5.0,411.0,0.0,29.0,512.0,3.0,97.0,509.0,9.0,198.0,429.0,15.0,291.0,360.0,22.0,362.0,295.0,28.0,432.0,228.0,30.0,486.0,175.0,34.0,538.0,120.0,36.0,580.0,76.0,41.0,600.0,51.0,42.0,615.0,35.0,43.0,625.0,24.0,43.0,633.0,16.0,43.0,640.0,10.0,43.0,644.0,6.0,43.0,644.0,6.0,43.0,647.0,3.0,43.0,648.0,2.0,43.0,648.0,2.0,43.0,649.0,1.0,43.0,649.0,1.0,43.0,649.0,1.0,43.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Rhaenys-Targaryen,1,33,36,675,901,0,0,1,0,0,2,0,0,2,0,0,2,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,20.0,0.0,3.0,83.0,0.0,4.0,260.0,0.0,9.0,425.0,2.0,26.0,514.0,6.0,94.0,512.0,15.0,194.0,444.0,19.0,287.0,369.0,24.0,377.0,291.0,27.0,454.0,218.0,29.0,503.0,174.0,32.0,551.0,125.0,33.0,579.0,98.0,34.0,614.0,62.0,35.0,624.0,52.0,36.0,646.0,29.0,36.0,652.0,23.0,36.0,659.0,16.0,36.0,665.0,10.0,36.0,667.0,8.0,36.0,670.0,5.0,36.0,670.0,5.0,36.0,673.0,2.0,36.0,673.0,2.0,36.0,674.0,1.0,36.0,674.0,1.0,36.0,674.0,1.0,36.0,675.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Rhaenys-Targaryen,2,29,38,657,881,0,0,1,0,0,3,0,0,4,0,0,6,0.0,1.0,47.0,0.0,3.0,161.0,0.0,4.0,345.0,1.0,23.0,455.0,4.0,66.0,512.0,5.0,137.0,486.0,10.0,242.0,402.0,15.0,334.0,325.0,25.0,419.0,240.0,31.0,483.0,175.0,32.0,532.0,126.0,34.0,571.0,87.0,37.0,597.0,61.0,37.0,618.0,40.0,37.0,629.0,29.0,38.0,638.0,19.0,38.0,641.0,16.0,38.0,647.0,10.0,38.0,653.0,4.0,38.0,653.0,4.0,38.0,655.0,2.0,38.0,656.0,1.0,38.0,656.0,1.0,38.0,656.0,1.0,38.0,656.0,1.0,38.0,657.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Stannis-Baratheon,1,30,42,666,891,0,0,1,0,0,21,0,0,102,0,0,263,0.0,6.0,422.0,0.0,34.0,500.0,3.0,97.0,511.0,9.0,195.0,446.0,14.0,303.0,353.0,17.0,380.0,291.0,23.0,459.0,216.0,28.0,508.0,169.0,31.0,560.0,114.0,36.0,607.0,62.0,38.0,622.0,46.0,40.0,637.0,29.0,40.0,642.0,24.0,40.0,648.0,18.0,41.0,650.0,15.0,41.0,654.0,12.0,41.0,655.0,12.0,41.0,658.0,9.0,41.0,660.0,7.0,41.0,661.0,6.0,42.0,663.0,3.0,42.0,664.0,2.0,42.0,664.0,2.0,42.0,665.0,1.0,42.0,665.0,1.0,42.0,665.0,1.0,42.0,666.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Stannis-Baratheon,2,26,47,665,909,0,0,1,0,0,13,0,0,107,0,0,285,0.0,7.0,455.0,2.0,37.0,534.0,4.0,114.0,521.0,8.0,200.0,457.0,14.0,302.0,370.0,20.0,399.0,276.0,30.0,463.0,211.0,36.0,513.0,158.0,40.0,547.0,122.0,41.0,582.0,86.0,43.0,603.0,63.0,44.0,618.0,48.0,44.0,635.0,32.0,45.0,641.0,26.0,46.0,649.0,17.0,47.0,652.0,13.0,47.0,658.0,7.0,47.0,660.0,5.0,47.0,661.0,4.0,47.0,663.0,2.0,47.0,664.0,1.0,47.0,664.0,1.0,47.0,665.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Torrhen-Stark,1,27,55,658,914,0,0,1,0,0,2,0,0,22,0,1,112,0.0,2.0,281.0,1.0,6.0,418.0,3.0,23.0,512.0,9.0,94.0,505.0,20.0,174.0,453.0,34.0,286.0,354.0,40.0,370.0,279.0,45.0,437.0,219.0,46.0,495.0,165.0,47.0,529.0,135.0,47.0,564.0,100.0,50.0,590.0,72.0,51.0,605.0,56.0,52.0,625.0,36.0,52.0,630.0,31.0,52.0,640.0,21.0,53.0,644.0,16.0,55.0,648.0,10.0,55.0,651.0,7.0,55.0,656.0,2.0,55.0,656.0,2.0,55.0,656.0,2.0,55.0,656.0,2.0,55.0,658.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Torrhen-Stark,2,32,50,654,889,0,0,1,0,0,1,0,0,1,0,0,2,0.0,0.0,4.0,0.0,0.0,18.0,0.0,0.0,108.0,0.0,1.0,290.0,0.0,3.0,455.0,3.0,36.0,519.0,9.0,116.0,515.0,15.0,199.0,455.0,25.0,293.0,367.0,30.0,397.0,267.0,33.0,474.0,191.0,38.0,520.0,144.0,41.0,556.0,106.0,41.0,591.0,71.0,43.0,616.0,45.0,46.0,628.0,30.0,47.0,638.0,19.0,47.0,644.0,13.0,49.0,645.0,10.0,49.0,646.0,9.0,49.0,649.0,6.0,50.0,649.0,5.0,50.0,649.0,5.0,50.0,651.0,3.0,50.0,651.0,3.0,50.0,652.0,2.0,50.0,652.0,2.0,50.0,653.0,1.0,50.0,654.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Visenya-Targaryen,1,33,49,658,930,0,0,1,0,0,2,0,0,4,0,0,41,0.0,0.0,137.0,0.0,0.0,331.0,2.0,11.0,485.0,4.0,53.0,520.0,11.0,138.0,490.0,19.0,252.0,390.0,24.0,345.0,310.0,30.0,419.0,240.0,34.0,464.0,199.0,42.0,520.0,140.0,43.0,561.0,100.0,43.0,587.0,74.0,45.0,599.0,62.0,47.0,618.0,42.0,47.0,634.0,26.0,47.0,639.0,21.0,49.0,642.0,16.0,49.0,647.0,11.0,49.0,653.0,5.0,49.0,654.0,4.0,49.0,654.0,4.0,49.0,655.0,3.0,49.0,655.0,3.0,49.0,657.0,1.0,49.0,657.0,1.0,49.0,657.0,1.0,49.0,657.0,1.0,49.0,657.0,1.0,49.0,657.0,1.0,49.0,658.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Visenya-Targaryen,2,34,48,654,888,0,0,1,0,0,1,0,0,2,0,1,4,0.0,1.0,47.0,0.0,2.0,177.0,0.0,2.0,357.0,1.0,15.0,486.0,5.0,64.0,528.0,12.0,146.0,493.0,19.0,242.0,407.0,27.0,347.0,307.0,31.0,447.0,213.0,37.0,502.0,157.0,39.0,537.0,121.0,44.0,572.0,83.0,45.0,598.0,57.0,45.0,614.0,43.0,45.0,622.0,35.0,47.0,631.0,24.0,48.0,637.0,17.0,48.0,639.0,15.0,48.0,642.0,12.0,48.0,646.0,8.0,48.0,649.0,5.0,48.0,650.0,4.0,48.0,651.0,3.0,48.0,652.0,2.0,48.0,652.0,2.0,48.0,652.0,2.0,48.0,652.0,2.0,48.0,653.0,1.0,48.0,653.0,1.0,48.0,653.0,1.0,48.0,654.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
